block,total,aCount,abCount,bCount,bcCount,cCount,dCount,fCount,letter
PHM SCI 490,670,562,46,48,10,4,0,0,A
PHM SCI 493,105,76,21,5,0,0,0,0,A
PHM SCI 521,2615,1035,449,653,227,202,33,7,B
PHM SCI/PHMCOL-M 522,2322,1066,405,610,152,72,8,2,B
PHM SCI 531,2272,798,407,654,188,184,29,4,B
PHM SCI 532,2084,861,482,451,183,101,0,0,B
PHM SCI 540,2312,471,585,821,345,88,2,0,B
PHM SCI 541,2240,1073,458,534,99,63,11,2,A
PHM SCI 542,2178,1443,356,303,38,33,3,0,A
PHM SCI 558,351,203,101,39,6,2,0,0,A
PHM SCI 581,2,1,1,0,0,0,0,0,A
PHM SCI 623,2465,1308,617,429,78,26,6,0,A
PHM SCI/M&ENVTOX/ONCOLOGY/PHMCOL-M/POP HLTH 625,530,267,93,150,13,3,0,1,A
PHM SCI/M&ENVTOX/PATH/PHMCOL-M/POP HLTH 626,348,239,69,32,4,1,0,0,A
PHM SCI 679,478,466,7,3,0,1,0,1,A
PHM SCI 691,0,0,0,0,0,0,0,0,
PHM SCI 692,0,0,0,0,0,0,0,0,
PHM SCI 699,109,107,1,0,0,0,0,0,A
PHM SCI 750,61,39,13,7,1,0,0,0,A
PHM SCI 751,119,94,18,5,0,1,0,0,A
PHM SCI 752,44,38,6,0,0,0,0,0,A
PHM SCI 753,101,99,1,0,0,0,0,0,A
PHM SCI 754,8,8,0,0,0,0,0,0,A
PHM SCI 755,19,17,2,0,0,0,0,0,A
PHM SCI 756,0,0,0,0,0,0,0,0,
PHM SCI 757,54,51,3,0,0,0,0,0,A
PHM SCI 759,149,99,36,10,2,1,0,1,A
PHM SCI 760,24,21,1,1,0,0,0,0,A
PHM SCI 761,9,7,2,0,0,0,0,0,A
PHM SCI 762,27,13,8,5,1,0,0,0,A
PHM SCI 763,27,13,8,5,1,0,0,0,A
PHM SCI/CHEM 766,45,32,11,1,0,0,0,1,A
PHM SCI 768,249,155,74,12,3,2,1,0,A
PHM SCI 773,48,25,13,6,1,1,0,0,A
PHM SCI 775,26,22,4,0,0,0,0,0,A
PHM SCI 780,233,145,71,13,0,1,0,1,A
PHM SCI 786,80,29,31,18,0,0,0,0,A
PHM SCI 931,190,190,0,0,0,0,0,0,A
PHM SCI 932,240,180,0,0,0,0,0,0,A
PHM SCI 990,441,0,0,0,0,0,0,0,
PHM SCI 999,72,72,0,0,0,0,0,0,A
PHMCOL-M/PHM SCI 522,2322,1066,405,610,152,72,8,2,B
PHMCOL-M/B M E/MED PHYS/PHYSICS/RADIOL 619,363,241,97,15,2,0,0,0,A
PHMCOL-M/M&ENVTOX/ONCOLOGY/PHM SCI/POP HLTH 625,530,267,93,150,13,3,0,1,A
PHMCOL-M/M&ENVTOX/PATH/PHM SCI/POP HLTH 626,348,239,69,32,4,1,0,0,A
PHMCOL-M 699,0,0,0,0,0,0,0,0,
PHMCOL-M 715,7,7,0,0,0,0,0,0,A
PHMCOL-M 739,37,35,2,0,0,0,0,0,A
PHMCOL-M 781,67,46,13,7,0,0,0,0,A
PHMCOL-M 875,227,186,29,6,0,0,0,0,A
PHMCOL-M 901,1211,1095,85,18,4,4,1,1,A
PHMCOL-M 990,228,0,0,0,0,0,0,0,
PHARMACY 125,401,381,13,7,0,0,0,0,A
PHARMACY 126,112,112,0,0,0,0,0,0,A
PHARMACY 225,41,41,0,0,0,0,0,0,A
PHARMACY 423,430,421,7,2,0,0,0,0,A
PHARMACY 434,102,69,15,8,9,1,0,0,A
PHARMACY 451,8,8,0,0,0,0,0,0,A
PHARMACY 490,134,129,1,3,1,0,0,0,A
PHARMACY 563,128,116,4,2,0,1,0,1,A
PHARMACY 564,15,13,2,0,0,0,0,0,A
PHARMACY/I SY E 608,1304,876,352,59,15,1,0,0,A
PHARMACY 612,84,50,18,8,6,1,0,0,A
PHARMACY 621,101,39,24,18,10,9,1,0,B
PHARMACY 630,79,79,0,0,0,0,0,0,A
PHARMACY 632,2465,1308,617,429,78,26,6,0,A
PHARMACY 640,426,307,82,30,4,1,0,0,A
PHARMACY 645,1287,597,170,451,45,20,1,1,B
PHARMACY 658,12,11,1,0,0,0,0,0,A
PHARMACY 671,78,69,5,1,0,0,0,0,A
PHARMACY 674,156,120,20,5,1,0,0,2,A
PHARMACY 770,102,80,18,3,0,1,0,0,A
PHARMACY 771,58,42,14,1,0,0,0,0,A
PHARMACY 800,193,155,27,7,1,1,0,1,A
PHARMACY 801,20,19,0,0,0,0,0,1,A
PHM PRAC 305,1197,230,225,296,190,176,60,12,BC
PHM PRAC 426,2116,1787,191,32,3,3,2,3,A
PHM PRAC 438,197,43,50,55,21,17,3,0,B
PHM PRAC 461,834,794,31,5,3,1,0,0,A
PHM PRAC 462,230,95,0,1,0,1,0,1,A
PHM PRAC 463,125,98,1,0,0,0,0,0,A
PHM PRAC 464,218,117,3,0,0,1,0,0,A
PHM PRAC 465,219,92,2,2,1,0,0,0,A
PHM PRAC 468,54,53,1,0,0,0,0,0,A
PHM PRAC 469,21,20,1,0,0,0,0,0,A
PHM PRAC 471,44,44,0,0,0,0,0,0,A
PHM PRAC 490,2210,1868,179,105,19,17,4,3,A
PHM PRAC 526,2176,1997,130,33,4,5,2,4,A
PHM PRAC 550,1321,768,307,166,29,11,0,0,A
PHM PRAC 553,1272,878,344,46,2,2,0,0,A
PHM PRAC 554,1037,609,366,55,4,3,0,0,A
PHM PRAC 555,2326,542,700,578,314,158,21,7,B
PHM PRAC 556,1943,317,638,614,267,93,1,10,B
PHM PRAC 559,261,134,92,27,7,1,0,0,A
PHM PRAC 560,77,43,28,6,0,0,0,0,A
PHM PRAC 570,1949,697,682,415,105,38,0,9,B
PHM PRAC/NURSING 605,266,219,42,4,0,0,0,1,A
PHM PRAC 610,57,57,0,0,0,0,0,0,A
PHM PRAC 611,286,215,46,20,3,2,0,0,A
PHM PRAC 612,84,50,18,8,6,1,0,0,A
PHM PRAC 617,28,17,8,1,1,0,0,0,A
PHM PRAC 625,219,198,18,2,1,0,0,0,A
PHM PRAC 626,1915,1731,61,110,2,8,1,1,A
PHM PRAC 628,86,86,0,0,0,0,0,0,A
PHM PRAC 629,53,53,0,0,0,0,0,0,A
PHM PRAC 638,1150,420,419,216,70,10,1,5,B
PHM PRAC 650,1659,420,406,404,161,88,1,7,B
PHM PRAC 653,1284,775,357,111,35,5,1,0,A
PHM PRAC 654,1026,553,355,95,20,2,0,0,A
PHM PRAC 655,2315,471,730,686,320,99,0,8,B
PHM PRAC 656,1937,279,561,559,348,171,0,16,B
PHM PRAC 657,208,171,30,2,0,0,0,0,A
PHM PRAC 659,49,36,8,3,1,1,0,0,A
PHM PRAC 668,111,99,9,1,0,0,0,0,A
PHM PRAC 670,900,836,39,23,1,0,0,0,A
PHM PRAC 671,86,83,3,0,0,0,0,0,A
PHM PRAC 673,0,0,0,0,0,0,0,0,
PHM PRAC/NURSING 674,207,191,11,3,0,0,0,0,A
PHM PRAC 677,284,283,1,0,0,0,0,0,A
PHM PRAC 678,50,45,4,0,0,0,0,0,A
PHM PRAC 679,130,123,5,1,0,0,0,0,A
PHM PRAC 691,86,83,3,0,0,0,0,0,A
PHM PRAC 692,370,358,5,1,0,0,0,0,A
PHM PRAC 699,370,358,5,1,0,0,0,0,A
PHM PRAC 740,1434,1101,194,99,28,6,1,1,A
PHM PRAC 741,1358,1218,109,23,3,2,1,0,A
PHM PRAC 742,505,473,25,3,1,1,0,0,A
PHM PRAC 743,438,421,13,3,0,0,0,0,A
PHM PRAC/NURSING/SOC WORK 746,246,184,53,2,4,0,0,1,A
PHM PRAC 760,4854,3769,647,313,71,32,6,0,A
PHM PRAC 764,2,2,0,0,0,0,0,0,A
PHM PRAC 769,3,3,0,0,0,0,0,0,A
PHM PRAC 961,145,124,17,4,0,0,0,0,A
PHM PRAC 962,119,101,15,3,0,0,0,0,A
PHM PRAC 999,245,224,9,4,0,0,0,0,A
PHILOS 101,14211,3982,4127,3435,1362,748,204,172,B
PHILOS 104,758,379,208,131,15,10,3,2,A
PHILOS 106,14211,3982,4127,3435,1362,748,204,172,B
PHILOS 141,556,178,199,92,35,12,5,6,B
PHILOS 201,3280,1093,994,723,220,116,40,45,B
PHILOS 206,3280,1093,994,723,220,116,40,45,B
PHILOS 210,4126,1424,826,814,382,376,175,82,B
PHILOS 211,6559,2471,1650,970,469,457,267,142,B
PHILOS 220,287,88,64,64,33,19,9,4,B
PHILOS 241,7110,2778,2021,1479,383,224,64,37,B
PHILOS 243,1630,918,384,197,79,29,5,9,A
PHILOS 304,510,283,120,50,15,11,5,2,A
PHILOS 340,510,283,120,50,15,11,5,2,A
PHILOS 341,12050,5316,3613,2005,552,238,70,70,A
PHILOS 430,1484,488,576,271,63,32,8,13,B
PHILOS 432,1603,592,426,272,137,71,24,31,B
PHILOS/JEWISH/RELIG ST 435,27,6,10,8,1,0,0,0,B
PHILOS 440,381,94,127,88,29,12,1,3,B
PHILOS/ENVIR ST 441,700,173,212,171,66,35,11,10,B
PHILOS/JEWISH 442,56,31,8,10,2,1,0,0,A
PHILOS 454,353,142,97,59,12,11,1,4,B
PHILOS 481,0,0,0,0,0,0,0,0,
PHILOS 482,0,0,0,0,0,0,0,0,
PHILOS/RELIG ST 501,378,146,83,70,39,17,5,8,B
PHILOS 503,380,137,92,81,27,15,4,6,B
PHILOS 504,106,44,20,24,6,2,0,2,B
PHILOS/MED HIST 505,165,61,73,16,4,3,3,1,A
PHILOS 506,873,301,299,152,47,29,9,18,B
PHILOS 511,139,20,58,43,10,3,0,0,B
PHILOS 512,138,28,55,34,8,4,3,1,B
PHILOS/MED HIST 515,149,71,53,13,2,1,0,1,A
PHILOS 516,420,136,115,92,22,21,1,6,B
PHILOS 520,179,70,54,30,14,5,0,0,B
PHILOS 521,69,28,14,7,8,5,0,4,B
PHILOS 522,84,49,18,7,2,0,1,1,A
PHILOS/ENVIR ST 523,128,40,34,37,6,3,2,2,B
PHILOS/ECON 524,146,56,40,23,14,4,2,2,B
PHILOS 530,218,93,45,37,17,16,3,4,B
PHILOS/MED HIST 534,79,65,9,0,0,0,0,1,A
PHILOS 541,489,243,105,85,26,14,3,4,A
PHILOS 543,95,36,20,27,3,2,1,0,B
PHILOS/ED POL 545,147,86,39,9,1,2,0,3,A
PHILOS 549,362,134,94,86,19,11,5,3,B
PHILOS/ED POL 550,101,45,42,8,0,0,0,2,A
PHILOS 551,580,162,138,147,62,25,10,9,B
PHILOS 553,133,25,29,33,16,20,1,2,B
PHILOS 555,475,241,108,65,18,16,4,5,A
PHILOS 556,27,17,2,5,0,0,0,0,A
PHILOS 557,51,49,1,0,0,0,0,0,A
PHILOS/MED HIST 558,798,255,298,144,49,17,4,3,B
PHILOS 560,487,157,143,115,28,13,2,2,B
PHILOS 562,286,101,100,43,9,10,5,3,B
PHILOS/AGRONOMY/C&E SOC/MED HIST 565,229,80,79,39,17,8,0,1,B
PHILOS 566,54,14,13,15,4,4,0,3,B
PHILOS 567,51,49,1,0,0,0,0,0,A
PHILOS/MATH 571,236,77,35,45,18,27,16,12,BC
PHILOS 581,0,0,0,0,0,0,0,0,
PHILOS 582,0,0,0,0,0,0,0,0,
PHILOS 599,16,16,0,0,0,0,0,0,A
PHILOS 681,0,0,0,0,0,0,0,0,
PHILOS 682,4,4,0,0,0,0,0,0,A
PHILOS 691,0,0,0,0,0,0,0,0,
PHILOS 692,0,0,0,0,0,0,0,0,
PHILOS 698,12,11,0,1,0,0,0,0,A
PHILOS 699,0,0,0,0,0,0,0,0,
PHILOS 701,41,11,0,0,0,0,0,0,A
PHILOS 799,31,0,0,0,0,0,0,0,
PHILOS/CLASSICS 830,119,76,13,0,0,0,0,0,A
PHILOS 835,122,87,15,4,0,0,0,0,A
PHILOS 902,75,71,2,1,0,0,0,0,A
PHILOS 903,72,41,6,4,0,0,0,0,A
PHILOS 904,35,35,0,0,0,0,0,0,A
PHILOS 911,29,5,3,2,0,0,0,0,A
PHILOS 916,53,27,6,0,1,0,0,1,A
PHILOS 920,195,122,22,5,0,1,0,1,A
PHILOS 941,204,124,40,19,0,1,0,1,A
PHILOS 951,186,124,18,11,0,1,0,0,A
PHILOS 955,111,85,7,1,0,0,0,1,A
PHILOS 960,141,86,13,2,3,2,0,0,A
PHILOS 990,116,0,0,0,0,0,0,0,
PHILOS 999,10,4,0,0,0,0,0,0,A
PHY THER 500,236,129,70,32,0,0,0,0,A
PHY THER 501,40,13,26,1,0,0,0,0,A
PHY THER 512,548,528,18,2,0,0,0,0,A
PHY THER 521,40,13,26,1,0,0,0,0,A
PHY THER 523,667,411,224,30,0,0,0,0,A
PHY THER 527,710,414,270,20,0,0,0,0,A
PHY THER 534,631,275,325,31,0,0,0,0,A
PHY THER 538,0,0,0,0,0,0,0,0,
PHY THER 539,632,630,1,0,0,0,0,0,A
PHY THER 540,593,592,0,0,0,0,0,0,A
PHY THER 541,590,587,0,0,0,0,0,0,A
PHY THER 542,315,310,5,0,0,0,0,0,A
PHY THER 543,235,189,1,4,0,0,0,0,A
PHY THER 627,712,214,312,163,14,7,0,0,A
PHY THER 628,592,196,297,94,3,1,0,0,A
PHY THER 635,704,254,398,50,0,0,0,0,A
PHY THER 636,585,195,350,39,0,0,0,0,A
PHY THER 640,592,343,216,31,0,0,0,0,A
PHY THER 641,4,0,0,0,0,0,0,0,
PHY THER 642,15,12,1,1,0,0,0,0,A
PHY THER 643,43,0,0,0,0,0,0,0,
PHY THER 664,670,170,426,71,1,0,0,0,A
PHY THER 665,629,216,345,68,0,0,0,0,A
PHY THER 668,670,170,426,71,1,0,0,0,A
PHY THER 675,704,156,449,94,0,0,0,0,A
PHY THER 676,704,156,449,94,0,0,0,0,A
PHY THER 677,585,169,350,64,0,0,0,0,A
PHY THER 678,592,196,297,94,3,1,0,0,A
PHY THER 679,704,156,449,94,0,0,0,0,A
PHY THER 700,40,0,0,0,0,0,0,0,
PHY THER 701,3,0,0,0,0,0,0,0,
PHY THER 702,3,0,0,0,0,0,0,0,
PHY THER 703,15,0,0,0,0,0,0,0,
PHY THER 704,8,0,0,0,0,0,0,0,
PHY THER 705,41,0,0,0,0,0,0,0,
PHY THER 706,116,0,0,0,0,0,0,0,
PHY THER 799,320,295,20,0,0,0,0,0,A
PHY ASST 550,206,133,52,15,2,2,0,0,A
PHY ASST 601,677,223,319,115,17,2,0,0,A
PHY ASST 602,557,210,275,67,4,0,0,0,A
PHY ASST 603,543,170,263,93,17,0,0,0,A
PHY ASST 610,116,68,36,5,0,0,0,0,A
PHY ASST 611,227,140,27,0,0,0,0,0,A
PHY ASST 616,112,112,0,0,0,0,0,0,A
PHY ASST 617,35,27,0,0,0,0,0,0,A
PHY ASST 618,59,0,0,0,0,0,0,0,
PHY ASST 619,146,124,18,2,1,0,0,0,A
PHY ASST 620,607,364,210,28,3,0,0,0,A
PHY ASST 621,551,517,27,3,0,0,0,0,A
PHY ASST 629,146,124,18,2,1,0,0,0,A
PHY ASST 630,669,217,288,130,26,7,0,0,A
PHY ASST 640,685,187,275,156,60,5,0,0,B
PHY ASST 641,567,150,252,140,24,0,0,0,B
PHY ASST 648,553,171,256,108,16,2,0,0,A
PHY ASST 650,675,188,305,151,25,5,0,0,B
PHY ASST 651,557,177,273,93,13,0,0,0,A
PHY ASST 660,59,0,0,0,0,0,0,0,
PHY ASST 662,47,46,1,0,0,0,0,0,A
PHY ASST 663,15,0,0,0,0,0,0,0,
PHY ASST 670,669,217,288,130,26,7,0,0,A
PHY ASST 699,237,193,27,9,0,0,0,0,A
PHY ASST 700,135,36,55,33,9,0,0,2,B
PHY ASST 716,112,112,0,0,0,0,0,0,A
PHY ASST 717,11,0,0,0,0,0,0,0,
PHY ASST 718,62,0,0,0,0,0,0,0,
PHY ASST 729,401,232,133,25,2,1,1,0,A
PHY ASST 739,357,233,98,17,3,0,0,0,A
PHY ASST 749,407,252,128,16,1,0,0,1,A
PHY ASST 759,428,291,112,12,1,0,0,0,A
PHY ASST 769,449,437,9,1,0,0,0,0,A
PHY ASST 787,1,0,0,0,0,0,0,0,
PHYSICS 103,18025,3718,3883,4054,3395,2497,189,101,B
PHYSICS 104,14504,3299,3107,3167,2531,1960,141,70,B
PHYSICS 106,90,43,15,12,9,3,6,1,B
PHYSICS 107,1506,614,332,343,101,47,9,12,B
PHYSICS 109,7686,2597,2132,1652,719,396,64,58,B
PHYSICS 115,2352,874,475,602,227,111,21,13,B
PHYSICS 198,0,0,0,0,0,0,0,0,
PHYSICS 199,1,1,0,0,0,0,0,0,A
PHYSICS 201,8000,1548,1495,1668,1425,1373,319,66,BC
PHYSICS 202,13610,2682,2360,3065,2523,2537,311,40,BC
PHYSICS 205,571,175,106,125,42,102,12,4,B
PHYSICS 206,68,31,10,16,4,5,0,1,B
PHYSICS 207,7016,1364,1686,1900,1122,633,152,72,B
PHYSICS 208,6785,1498,1442,1915,1110,594,146,26,B
PHYSICS/E C E 235,1443,481,253,335,192,147,14,8,B
PHYSICS 241,1302,326,216,294,207,176,29,31,B
PHYSICS 247,1159,411,247,259,123,80,20,9,B
PHYSICS 248,728,267,171,158,71,34,15,5,B
PHYSICS 249,655,196,160,170,66,40,10,7,B
PHYSICS/MED PHYS 265,269,64,61,107,19,5,1,1,B
PHYSICS 298,0,0,0,0,0,0,0,0,
PHYSICS 299,3,2,0,0,0,0,0,0,A
PHYSICS 301,551,464,52,7,0,0,0,7,A
PHYSICS 307,1111,608,298,117,47,14,6,11,A
PHYSICS 311,1645,467,349,402,183,125,40,42,B
PHYSICS 321,603,145,127,162,81,53,23,7,B
PHYSICS 322,1446,401,244,455,116,121,40,28,B
PHYSICS 323,37,19,6,7,2,2,0,0,A
PHYSICS 325,390,111,99,96,45,19,7,3,B
PHYSICS 361,551,464,52,7,0,0,0,7,A
PHYSICS 371,194,57,65,43,10,3,2,3,B
PHYSICS 406,144,87,16,24,1,7,2,2,A
PHYSICS 407,331,119,130,61,14,2,0,2,A
PHYSICS 415,1042,324,212,269,102,76,23,18,B
PHYSICS 448,807,272,139,190,83,56,26,18,B
PHYSICS 449,533,164,123,135,47,30,14,2,B
PHYSICS/ENVIR ST 472,88,29,12,31,11,3,0,1,B
PHYSICS 498,0,0,0,0,0,0,0,0,
PHYSICS 499,2,2,0,0,0,0,0,0,A
PHYSICS/B M E/H ONCOL/MED PHYS 501,398,181,160,39,12,4,0,0,A
PHYSICS/E C E/N E 525,548,211,136,128,39,15,6,5,B
PHYSICS/E C E/N E 527,163,82,53,18,3,3,2,1,A
PHYSICS 531,493,162,105,101,51,28,11,7,B
PHYSICS 535,162,105,31,19,1,0,1,0,A
PHYSICS 545,163,56,55,41,4,1,1,0,B
PHYSICS/E C E 546,49,31,11,2,0,2,0,0,A
PHYSICS 551,619,331,160,106,9,3,1,2,A
PHYSICS/MED PHYS 588,33,13,10,7,3,0,0,0,A
PHYSICS 601,47,47,0,0,0,0,0,0,A
PHYSICS 603,18,17,1,0,0,0,0,0,A
PHYSICS/B M E/MED PHYS/PHMCOL-M/RADIOL 619,363,241,97,15,2,0,0,0,A
PHYSICS 623,250,96,70,59,8,3,1,0,A
PHYSICS 625,333,137,130,42,10,2,0,0,A
PHYSICS 681,1,0,0,0,0,0,0,0,
PHYSICS 682,3,1,0,1,0,0,0,0,A
PHYSICS 691,0,0,0,0,0,0,0,0,
PHYSICS 692,2,2,0,0,0,0,0,0,A
PHYSICS 701,233,0,0,0,0,0,0,0,
PHYSICS 707,7,7,0,0,0,0,0,0,A
PHYSICS 709,145,64,25,44,5,1,1,0,A
PHYSICS 711,555,220,142,174,8,3,0,0,A
PHYSICS 715,547,240,149,134,11,1,0,3,A
PHYSICS 716,16,13,0,1,0,0,0,0,A
PHYSICS 717,96,56,8,24,1,1,0,0,A
PHYSICS 721,731,259,214,204,27,13,1,4,B
PHYSICS/E C E/N E 724,166,80,54,23,3,1,0,0,A
PHYSICS/E C E/N E 725,178,67,63,37,3,1,0,0,A
PHYSICS/E C E/N E 726,152,62,43,41,2,2,0,0,A
PHYSICS 731,679,297,223,133,6,1,1,1,A
PHYSICS 732,488,208,142,121,7,2,0,2,A
PHYSICS 735,190,127,43,13,2,1,0,1,A
PHYSICS 736,85,31,39,8,4,1,0,0,A
PHYSICS/E C E 746,63,39,12,8,1,0,0,0,A
PHYSICS/E C E 748,150,121,26,0,0,0,0,0,A
PHYSICS/E C E/N E 749,0,0,0,0,0,0,0,0,
PHYSICS 751,72,57,6,5,0,0,0,0,A
PHYSICS 772,146,52,63,26,1,0,0,0,A
PHYSICS 779,72,35,22,10,1,1,0,0,A
PHYSICS 799,9,7,0,1,0,0,0,0,A
PHYSICS 801,244,190,32,17,1,0,0,0,A
PHYSICS 805,306,281,13,3,0,1,0,1,A
PHYSICS 831,226,163,41,15,2,0,0,1,A
PHYSICS 832,157,102,32,12,4,1,0,0,A
PHYSICS 835,74,66,6,0,0,0,0,0,A
PHYSICS/E C E 848,86,79,5,0,0,0,0,0,A
PHYSICS 900,84,57,0,3,0,0,1,0,A
PHYSICS/ASTRON 910,294,278,0,1,0,0,0,0,A
PHYSICS/E C E/N E 922,86,72,0,0,0,0,0,0,A
PHYSICS 990,1332,0,0,0,0,0,0,0,
PHYSIOL 699,424,413,2,4,1,4,0,0,A
PHYSIOL 901,310,269,7,13,0,1,0,0,A
PHYSIOL 990,238,0,0,0,0,0,0,0,
PL PATH/BOTANY 123,4004,1484,932,883,295,244,72,25,B
PL PATH/ZOOLOGY 154,168,162,5,1,0,0,0,0,A
PL PATH/HORT 261,287,113,41,60,19,22,8,6,B
PL PATH/HORT 262,18,14,3,1,0,0,0,0,A
PL PATH 289,23,22,0,0,1,0,0,0,A
PL PATH 299,23,22,0,0,1,0,0,0,A
PL PATH 300,1024,386,161,291,81,79,10,3,B
PL PATH/F&W ECOL/HORT/LAND ARC 309,206,58,54,48,20,22,1,1,B
PL PATH 311,628,375,156,62,13,9,4,3,A
PL PATH 315,128,75,29,14,4,1,0,0,A
PL PATH/SOIL SCI 323,396,242,63,39,22,17,7,2,A
PL PATH/BOTANY 332,289,121,56,64,25,16,5,1,B
PL PATH/BOTANY 333,58,12,13,12,5,8,2,1,B
PL PATH/AGRONOMY/ENTOM/HORT/SOIL SCI 354,24,12,6,4,1,0,0,0,A
PL PATH/A A E/AGRONOMY/HORT 367,27,17,7,1,0,0,0,0,A
PL PATH 375,1269,888,195,94,19,14,5,10,A
PL PATH 399,0,0,0,0,0,0,0,0,
PL PATH 400,1024,386,161,291,81,79,10,3,B
PL PATH 499,2,2,0,0,0,0,0,0,A
PL PATH/BOTANY/ENTOM 505,193,72,53,40,19,2,2,1,B
PL PATH 517,108,53,28,21,0,1,0,0,A
PL PATH 558,67,35,20,5,1,2,1,1,A
PL PATH 559,67,35,20,5,1,2,1,1,A
PL PATH/BOTANY 563,118,69,11,19,6,1,0,0,A
PL PATH 590,0,0,0,0,0,0,0,0,
PL PATH 602,115,80,24,9,1,0,0,0,A
PL PATH/ENTOM/F&W ECOL/SOIL SCI 606,539,201,34,105,15,39,1,3,B
PL PATH 622,34,23,6,2,2,1,0,0,A
PL PATH/ONCOLOGY 640,694,212,137,235,51,35,9,2,B
PL PATH/BOTANY/GENETICS/M M & I 655,41,29,5,4,0,1,0,0,A
PL PATH 681,0,0,0,0,0,0,0,0,
PL PATH 682,0,0,0,0,0,0,0,0,
PL PATH 699,14,14,0,0,0,0,0,0,A
PL PATH 799,2,2,0,0,0,0,0,0,A
PL PATH 800,21,19,0,0,0,0,0,0,A
PL PATH 801,55,53,0,0,0,0,0,0,A
PL PATH 875,385,310,17,9,3,1,0,0,A
PL PATH 923,120,94,9,0,0,0,0,0,A
PL PATH/BOTANY 930,1,1,0,0,0,0,0,0,A
PL PATH 990,124,0,0,0,0,0,0,0,
POLI SCI 100,286,90,116,54,17,5,1,0,B
POLI SCI 104,12417,1914,2421,3491,2334,1530,372,130,BC
POLI SCI 120,1682,662,386,274,158,102,33,28,B
POLI SCI 140,2980,929,895,558,296,170,27,27,B
POLI SCI 160,1942,766,672,301,76,43,20,26,B
POLI SCI 170,1150,383,410,144,112,54,25,14,B
POLI SCI 182,134,62,44,23,1,1,2,0,A
POLI SCI 184,182,64,42,58,11,6,0,0,B
POLI SCI 199,0,0,0,0,0,0,0,0,
POLI SCI 201,232,97,59,36,19,8,4,3,B
POLI SCI 202,0,0,0,0,0,0,0,0,
POLI SCI 205,584,160,157,114,69,49,15,11,B
POLI SCI 206,64,26,9,7,7,6,4,0,B
POLI SCI/LEGAL ST 217,1976,438,554,524,204,153,29,16,B
POLI SCI/CHICLA 231,1311,288,357,386,110,98,35,26,B
POLI SCI/ASIAN/GEOG/HISTORY/SOC 244,1470,597,375,240,87,40,16,26,B
POLI SCI/GEOG/HISTORY/SLAVIC 253,535,198,137,89,42,27,7,7,B
POLI SCI/GEOG/HISTORY/SLAVIC 254,384,227,76,32,7,9,4,8,A
POLI SCI/ASIAN/HISTORY 255,1042,467,228,169,51,46,12,11,B
POLI SCI/C&E SOC/HISTORY/SOC 259,72,33,2,3,0,2,0,0,A
POLI SCI/AFROAMER/ANTHRO/C&E SOC/GEOG/HISTORY/LACIS/SOC/SPANISH 260,1388,616,292,229,76,65,12,22,B
POLI SCI 265,417,67,108,125,50,31,11,9,B
POLI SCI/CHICLA/HISTORY/LACIS 268,48,23,6,4,4,6,1,0,B
POLI SCI 270,424,162,102,61,22,19,11,9,B
POLI SCI 272,473,239,150,55,14,7,1,1,A
POLI SCI 274,798,188,169,193,100,85,28,24,B
POLI SCI/AFRICAN/AFROAMER/ANTHRO/GEOG/HISTORY/SOC 277,5865,1626,1688,1319,507,283,82,81,B
POLI SCI/AFRICAN/AFROAMER/HISTORY 297,71,30,22,13,3,2,1,0,A
POLI SCI/CHICLA 302,67,26,14,16,3,1,4,3,B
POLI SCI 304,31,21,2,7,0,0,0,0,A
POLI SCI 305,544,145,203,97,26,12,2,3,B
POLI SCI 306,51,19,17,7,1,1,1,1,B
POLI SCI 311,407,133,128,73,27,22,7,2,B
POLI SCI 314,142,81,41,15,2,3,0,0,A
POLI SCI 315,609,591,6,4,1,2,0,0,A
POLI SCI 316,1515,501,377,321,160,108,30,13,B
POLI SCI 320,95,49,32,5,1,2,0,0,A
POLI SCI 321,1311,288,357,386,110,98,35,26,B
POLI SCI 322,26,13,7,4,0,0,0,0,A
POLI SCI 323,156,80,49,12,3,0,1,0,A
POLI SCI 324,119,51,25,18,11,4,4,2,B
POLI SCI/INTL ST 325,14,7,6,0,1,0,0,0,A
POLI SCI/INTL ST 327,14,7,6,0,1,0,0,0,A
POLI SCI 328,106,45,46,11,2,1,0,0,A
POLI SCI 329,121,75,26,9,1,2,2,1,A
POLI SCI 330,151,30,43,46,16,14,0,1,B
POLI SCI 332,47,9,18,10,2,1,0,0,B
POLI SCI 334,254,58,68,70,21,11,1,1,B
POLI SCI 335,28,9,11,2,2,0,0,0,A
POLI SCI 336,28,9,11,2,2,0,0,0,A
POLI SCI 338,903,199,260,227,128,55,12,11,B
POLI SCI 339,1130,535,285,162,62,23,7,14,A
POLI SCI 340,270,55,84,62,32,19,1,5,B
POLI SCI/JEWISH 341,53,10,10,13,10,2,0,1,B
POLI SCI 343,190,145,30,9,2,0,0,0,A
POLI SCI 344,43,4,14,18,3,4,0,0,B
POLI SCI 345,195,69,53,28,19,8,6,4,B
POLI SCI 346,897,355,257,175,52,25,7,6,B
POLI SCI 347,671,222,195,138,51,33,7,11,B
POLI SCI 348,686,227,146,124,74,56,27,17,B
POLI SCI 349,1130,535,285,162,62,23,7,14,A
POLI SCI 350,210,86,74,27,10,3,0,0,A
POLI SCI 354,49,21,15,6,2,4,0,0,B
POLI SCI/CHICLA/HISTORY/LACIS 355,79,24,13,20,10,3,1,1,B
